ID,Soil_Type,Region,Irrigation,pH,Moisture,Nitrogen,Phosphorus,Potassium,Organic_Matter,Electrical_Conductivity,Bulk_Density,Clay_Percent,Temperature,Rainfall_7d,Sunlight_hours,Slope,Suitability
1557,Clay,Mountain,None,7.735,,100.259,24.454,148.966,3.186,0.949,1.407,51.483,9.547,13.748,7.352,14.033,Unfavorable
1558,Sandy,Hill,Sprinkler,6.656,25.636,92.216,20.971,112.135,2.434,0.787,1.521,5.944,18.132,1.475,5.025,10.968,Unfavorable
1559,Sandy,Plain,Sprinkler,6.23,,121.696,34.038,139.911,2.013,0.893,1.418,4.576,15.971,13.812,7.47,1.897,Favorable
1560,Loam,Plain,None,7.115,29.008,133.407,55.949,191.905,4.458,0.597,1.0,25.768,12.138,8.831,10.157,14.229,Favorable
1561,Sandy,Plain,Sprinkler,6.061,,77.072,39.98,121.162,3.309,0.989,1.374,5.975,22.632,2.683,6.076,10.406,Unfavorable
1562,Clay,Plain,Drip,7.075,35.863,113.024,42.078,116.701,2.922,1.597,1.391,49.852,23.006,22.098,6.83,5.61,Favorable
1563,Silt,Plain,Drip,6.435,27.628,95.538,71.026,171.101,2.668,1.344,1.421,11.961,18.335,52.239,6.83,7.499,Favorable
1564,Sandy,Plain,Sprinkler,5.995,38.063,72.244,42.371,129.471,5.174,0.816,1.421,12.355,17.133,17.292,7.665,2.075,Unfavorable
1565,Clay,Mountain,Sprinkler,6.831,19.696,102.948,51.986,185.04,1.547,1.25,1.453,39.64,21.357,19.596,4.615,20.302,Unfavorable
1566,Sandy,Plain,None,6.837,26.394,67.144,20.033,145.905,3.322,0.919,1.549,3.499,17.322,20.401,8.483,0.0,Favorable
1567,Sandy,Plain,None,6.695,14.492,88.377,32.064,135.857,2.528,0.74,1.605,13.222,32.01,27.469,8.17,7.398,Favorable
1568,Clay,Plain,Drip,6.931,31.394,103.547,57.221,196.932,2.86,1.248,1.618,54.601,13.526,23.83,6.594,4.584,Favorable
1569,Clay,Plain,Drip,6.671,28.916,122.208,75.021,152.736,2.386,1.603,1.329,45.134,19.856,3.741,4.675,3.335,Favorable
1570,Sandy,Plain,None,6.486,27.27,123.258,38.028,102.47,1.365,1.106,1.506,11.946,26.144,14.405,6.102,5.605,Unfavorable
1571,Loam,Plain,Sprinkler,6.346,17.97,115.941,49.678,186.208,3.011,0.815,1.212,27.563,23.761,8.834,6.693,4.924,Favorable
1572,Loam,Hill,None,6.733,15.226,112.084,52.407,169.133,2.329,1.718,1.47,24.305,17.482,18.359,5.68,10.661,Favorable
1573,Clay,Plain,None,7.175,32.897,169.342,37.594,124.689,3.428,1.043,1.489,42.223,20.333,19.147,8.053,0.089,Favorable
1574,Sandy,Plain,None,6.638,22.234,117.14,52.965,125.151,0.84,0.552,1.339,28.597,18.366,35.449,6.539,2.107,Favorable
1575,Silt,Plain,Sprinkler,6.765,24.961,112.22,73.713,157.711,3.471,0.87,1.2,18.249,19.552,14.047,7.619,12.998,Favorable
1576,Loam,Plain,Drip,6.865,32.488,168.589,54.415,169.603,2.508,0.872,1.326,28.536,22.214,6.512,7.705,3.4,Favorable
1577,Loam,Plain,Drip,6.819,26.353,137.568,39.787,136.752,4.672,1.162,1.346,37.741,13.603,71.417,6.066,1.086,Favorable
1578,Silt,Plain,Drip,6.352,25.255,66.88,61.331,179.539,2.301,0.238,1.351,16.096,17.014,26.456,8.555,8.869,Favorable
1579,Loam,Hill,None,6.638,29.198,128.315,42.273,109.737,3.177,1.19,1.469,19.092,17.419,65.096,8.643,13.618,Favorable
1580,Silt,Hill,None,6.399,17.837,101.744,52.171,150.771,1.309,1.1,1.223,20.954,19.287,21.07,6.512,6.996,Favorable
1581,Loam,Hill,Drip,7.356,20.455,100.478,56.891,133.922,2.004,1.368,1.485,24.54,16.711,37.875,8.222,5.793,Favorable
1582,Clay,Plain,Sprinkler,7.058,32.917,84.294,45.567,154.137,1.37,0.909,1.486,48.442,21.529,12.933,9.15,10.677,Unfavorable
1583,Loam,Mountain,Sprinkler,6.979,25.227,124.792,53.518,143.179,2.179,1.301,1.295,20.79,13.684,30.118,6.964,21.616,Favorable
1584,Clay,Plain,None,7.355,16.614,104.216,39.099,197.151,2.187,0.956,1.24,45.415,24.886,16.918,6.166,0.0,Favorable
1585,Loam,Hill,Sprinkler,6.752,22.885,102.606,61.985,102.858,2.731,0.858,1.278,31.482,18.711,13.074,8.359,3.774,Favorable
1586,Loam,Hill,Sprinkler,6.765,33.495,160.164,40.055,202.986,,1.233,1.322,27.766,16.166,39.977,4.791,7.568,Favorable
1587,Loam,Plain,Sprinkler,6.459,28.717,124.236,64.605,208.134,3.799,1.104,1.197,28.878,10.358,37.863,7.801,2.362,Favorable
1588,Clay,Hill,Sprinkler,6.821,18.456,113.302,59.11,143.749,2.01,1.659,1.554,43.979,13.966,5.363,7.196,14.568,Unfavorable
1589,Clay,Mountain,Drip,6.735,25.239,110.278,43.559,129.984,3.312,0.817,1.442,56.872,19.023,28.286,6.575,13.179,Unfavorable
1590,Clay,Mountain,None,6.724,21.68,90.046,19.949,119.818,2.791,1.412,1.592,54.936,12.457,19.345,8.177,12.263,Unfavorable
1591,Silt,Hill,None,6.483,18.575,85.962,17.455,178.886,2.014,0.188,1.419,25.833,14.137,21.486,9.365,5.642,Unfavorable
1592,Sandy,Plain,Sprinkler,6.62,24.043,92.782,49.713,119.096,2.779,0.893,1.486,4.642,15.918,2.993,9.155,2.285,Favorable
1593,Sandy,Plain,None,6.872,22.135,47.119,52.114,151.785,1.518,0.974,1.513,1.0,22.686,25.4,7.17,0.0,Favorable
1594,Clay,Mountain,Sprinkler,7.331,26.297,108.531,37.629,134.106,2.807,1.268,1.356,49.243,12.923,5.144,6.551,18.796,Unfavorable
1595,Loam,Plain,None,7.085,22.481,127.363,81.747,127.2,4.464,1.063,1.201,36.15,23.162,4.15,5.405,0.0,Favorable
1596,Loam,Plain,Sprinkler,6.913,24.155,97.674,45.544,152.221,2.869,1.246,1.287,28.094,18.527,2.009,6.487,12.046,Favorable
1597,Clay,Hill,Sprinkler,7.286,27.574,86.298,33.025,222.579,4.161,0.978,1.605,50.408,10.032,38.949,7.187,5.322,Favorable
1598,Sandy,Hill,Sprinkler,6.325,33.175,62.98,27.35,104.498,3.209,0.175,1.55,6.596,23.618,30.847,4.479,21.665,Unfavorable
1599,Loam,Hill,Sprinkler,7.143,32.533,123.15,58.906,145.291,2.678,1.272,1.338,33.693,20.404,7.755,5.388,4.546,Favorable
1600,Loam,Mountain,None,6.698,27.996,42.878,44.18,149.25,2.529,1.313,1.411,14.165,16.35,25.731,5.242,15.982,Unfavorable
1601,Silt,Plain,None,6.557,33.536,130.328,60.609,127.52,1.684,0.581,1.37,21.354,19.374,31.311,7.288,10.302,Favorable
1602,Sandy,Hill,None,6.872,36.223,81.071,29.053,178.771,2.195,0.664,1.455,4.614,14.093,13.504,6.999,10.038,Unfavorable
1603,Clay,Hill,None,6.885,18.101,162.667,63.455,156.04,,1.054,1.196,50.195,21.236,7.892,6.915,16.85,Unfavorable
1604,Clay,Hill,Sprinkler,6.662,15.652,124.143,37.397,181.914,,1.289,1.361,47.278,19.013,14.946,8.617,9.032,Favorable
1605,Sandy,Plain,Drip,6.872,25.529,106.603,15.599,139.704,2.314,0.574,1.572,5.642,17.101,28.343,8.72,3.626,Favorable
1606,Loam,Plain,Drip,6.838,23.956,127.127,50.723,101.378,2.47,1.425,1.398,17.793,9.478,51.818,7.616,3.112,Favorable
1607,Sandy,Plain,Sprinkler,6.251,21.143,100.1,29.207,63.846,1.455,0.859,1.472,10.196,18.551,16.613,8.754,0.0,Favorable
1608,Silt,Mountain,Drip,6.888,20.536,123.253,59.177,91.8,3.576,0.706,1.224,15.27,9.849,12.618,6.252,13.115,Unfavorable
1609,Sandy,Plain,None,6.401,24.435,80.059,34.286,101.897,2.616,0.516,1.537,5.147,15.489,19.979,4.169,1.61,Favorable
1610,Sandy,Mountain,None,6.786,13.468,120.425,35.069,95.644,1.605,0.128,1.559,7.905,16.46,10.494,8.02,22.416,Unfavorable
1611,Loam,Hill,None,5.866,21.253,120.443,52.411,158.501,2.803,1.115,1.564,7.068,21.919,18.01,5.027,8.973,Unfavorable
1612,Clay,Plain,None,6.577,29.139,138.582,27.656,189.824,3.529,0.989,1.267,47.81,18.551,9.208,7.479,1.469,Favorable
1613,Loam,Hill,None,6.889,18.169,113.613,50.535,108.859,2.354,0.939,1.422,25.491,21.664,16.242,5.747,10.486,Favorable
1614,Loam,Plain,Drip,6.64,23.003,101.964,57.523,185.736,6.096,1.603,1.267,20.803,13.777,35.274,6.575,0.0,Favorable
1615,Loam,Hill,Sprinkler,6.63,11.21,120.641,50.568,157.311,3.072,1.097,1.331,21.621,17.358,9.955,7.568,7.942,Favorable
1616,Clay,Hill,None,6.41,17.867,103.615,45.514,163.095,2.728,1.593,1.512,43.61,25.325,25.286,7.274,11.859,Unfavorable
1617,Sandy,Plain,None,6.582,15.317,138.336,49.016,185.813,3.686,0.834,1.49,16.443,12.551,14.577,5.662,4.91,Favorable
1618,Loam,Hill,Sprinkler,6.893,30.532,135.88,58.368,142.103,2.649,0.936,1.235,28.606,19.525,19.099,6.256,8.513,Favorable
1619,Loam,Plain,None,6.623,22.351,92.763,62.564,149.518,0.705,0.684,1.336,27.76,13.027,13.753,6.89,0.0,Favorable
1620,Silt,Plain,Drip,6.648,26.318,94.799,51.76,97.296,,0.86,1.517,21.788,17.641,20.381,5.316,7.923,Favorable
1621,Clay,Plain,Sprinkler,7.348,30.113,126.96,63.539,180.17,1.988,1.19,1.377,42.206,16.406,14.435,5.41,6.433,Favorable
1622,Loam,Hill,None,6.709,17.012,103.239,69.971,138.758,3.759,1.807,1.556,31.432,18.286,15.944,9.473,8.017,Favorable
1623,Sandy,Plain,None,6.727,14.225,112.301,41.055,140.477,2.423,0.461,1.651,7.938,21.507,12.835,8.405,4.072,Unfavorable
1624,Loam,Mountain,None,6.904,20.439,128.194,41.962,170.97,1.611,1.682,1.232,23.13,12.657,45.352,5.39,10.634,Favorable
1625,Clay,Plain,None,7.353,38.146,127.217,41.133,136.334,3.403,1.588,1.466,51.603,18.462,9.131,7.26,10.772,Unfavorable
1626,Clay,Hill,None,7.679,11.608,128.179,44.334,173.049,3.053,1.445,1.374,39.158,10.495,49.682,7.243,5.965,Unfavorable
1627,Sandy,Plain,None,6.639,22.354,76.845,42.678,117.271,2.92,0.746,1.598,12.808,16.236,16.495,7.169,0.0,Favorable
1628,Clay,Hill,Sprinkler,7.743,14.27,72.701,60.824,173.488,,0.857,1.476,45.709,15.296,23.768,8.456,10.201,Unfavorable
1629,Loam,Hill,Drip,6.642,24.859,90.892,42.845,149.699,3.923,0.351,1.267,14.574,11.923,16.727,5.578,10.728,Favorable
1630,Loam,Plain,Sprinkler,6.846,19.081,117.611,54.518,148.804,1.594,0.872,1.383,27.67,12.946,5.376,3.179,10.947,Favorable
1631,Clay,Plain,None,6.43,15.992,97.8,64.952,129.176,2.82,1.493,1.451,46.912,12.405,9.201,6.037,7.38,Unfavorable
1632,Loam,Plain,None,6.558,16.095,149.193,53.01,106.993,3.541,1.235,1.452,31.502,21.707,10.636,4.629,9.017,Favorable
1633,Loam,Plain,Sprinkler,7.001,13.009,86.916,52.983,161.631,,0.615,1.371,25.663,14.094,36.413,5.537,0.0,Favorable
1634,Clay,Hill,Sprinkler,7.311,34.763,119.232,30.346,137.675,3.621,1.171,1.242,55.725,18.125,11.137,11.0,4.237,Unfavorable
1635,Silt,Hill,Drip,6.759,30.23,105.901,49.694,174.99,2.587,0.608,1.253,9.139,15.119,40.867,6.46,15.802,Favorable
1636,Clay,Mountain,Sprinkler,7.337,19.817,129.496,55.352,138.886,1.727,1.914,1.431,52.442,13.03,10.661,8.547,12.475,Unfavorable
1637,Silt,Plain,Sprinkler,6.152,18.816,127.578,29.696,142.273,4.272,0.934,1.406,22.468,21.977,14.407,6.398,0.0,Favorable
1638,Clay,Hill,Sprinkler,7.268,12.768,119.273,58.326,178.107,1.911,1.106,1.444,50.55,19.911,35.422,6.535,11.79,Favorable
1639,Sandy,Plain,None,6.65,23.703,53.413,38.077,129.048,2.708,1.038,1.618,10.938,23.712,23.439,6.201,5.021,Favorable
1640,Sandy,Hill,Drip,6.333,36.051,100.501,42.273,115.575,2.793,0.548,1.666,10.126,20.821,10.795,6.424,2.979,Favorable
1641,Loam,Hill,Drip,7.604,31.527,94.194,76.865,138.404,4.052,1.063,1.291,16.961,15.893,40.201,9.745,12.872,Favorable
1642,Loam,Plain,None,6.274,17.151,126.514,53.679,118.656,3.386,0.912,1.386,29.212,22.586,18.067,8.432,2.492,Favorable
1643,Silt,Hill,Sprinkler,6.719,27.065,105.589,62.057,143.251,4.361,1.218,1.299,1.736,15.823,21.173,6.067,3.79,Favorable
1644,Loam,Plain,Sprinkler,6.422,20.484,103.795,56.835,116.611,1.667,0.758,1.201,29.873,14.592,5.357,5.531,11.924,Favorable
1645,Sandy,Plain,None,6.82,33.257,58.467,52.265,131.474,2.583,0.91,1.789,9.572,8.251,40.2,8.066,5.672,Unfavorable
1646,Loam,Plain,Sprinkler,6.875,,83.639,78.819,167.543,0.841,0.95,1.496,19.382,10.957,54.918,6.078,0.0,Favorable
1647,Clay,Plain,Drip,7.216,28.378,150.574,56.703,207.508,3.11,1.612,1.339,48.903,19.506,24.154,7.842,0.0,Favorable
1648,Loam,Hill,None,6.624,,96.322,35.271,146.388,0.486,0.886,1.365,24.446,15.305,1.667,7.024,4.012,Unfavorable
1649,Clay,Plain,Sprinkler,6.655,30.794,102.957,64.744,157.764,1.963,1.109,1.447,49.741,22.726,26.861,5.975,0.0,Favorable
1650,Sandy,Plain,Drip,6.849,29.881,135.175,23.375,156.512,4.337,1.03,1.524,7.853,19.701,21.429,5.768,1.888,Favorable
1651,Loam,Plain,None,6.742,,104.776,52.174,198.116,3.376,0.744,1.515,16.959,16.806,2.688,5.009,0.673,Favorable
1652,Sandy,Plain,None,5.899,22.212,60.279,39.069,98.341,2.233,0.845,1.34,8.364,22.958,22.055,7.07,0.335,Unfavorable
1653,Loam,Plain,Sprinkler,6.903,28.368,91.874,57.575,118.999,3.031,1.435,1.363,28.964,21.711,30.96,5.207,8.461,Favorable
1654,Clay,Hill,Sprinkler,6.93,19.044,127.084,57.584,163.358,2.461,1.071,1.425,56.866,20.706,2.673,7.76,11.205,Favorable
1655,Silt,Mountain,None,6.778,22.978,69.912,60.661,81.575,1.498,1.111,1.327,23.057,9.92,7.77,4.923,17.186,Unfavorable
1656,Loam,Plain,Drip,6.156,12.11,92.934,77.847,187.605,,0.894,1.236,23.74,14.469,9.396,6.543,6.184,Favorable
1657,Loam,Plain,Sprinkler,6.674,24.91,88.302,57.236,149.654,1.878,1.287,1.431,27.143,16.863,22.177,6.386,5.744,Favorable
1658,Silt,Plain,None,6.91,29.526,104.439,54.531,154.406,2.508,0.828,1.115,13.469,15.54,8.912,8.014,0.0,Favorable
1659,Loam,Plain,Drip,6.939,27.534,120.365,56.384,152.348,3.831,0.942,1.398,29.36,16.375,20.758,8.802,8.751,Favorable
1660,Clay,Plain,None,6.866,7.101,115.169,46.543,163.171,4.373,0.875,1.315,49.756,25.499,50.211,9.38,5.49,Favorable
1661,Sandy,Hill,Sprinkler,6.895,23.586,66.447,28.102,81.211,3.565,0.85,1.506,15.806,10.647,52.589,6.347,2.645,Favorable
1662,Loam,Plain,Drip,8.247,21.281,120.742,39.775,152.836,3.164,0.89,1.441,24.917,20.886,17.384,3.921,0.846,Favorable
1663,Silt,Plain,None,6.716,26.74,115.001,35.446,140.031,4.178,0.997,1.14,11.785,19.233,19.798,5.791,9.071,Favorable
1664,Loam,Mountain,Drip,7.021,31.425,106.135,60.579,189.987,3.189,1.369,1.491,27.63,21.989,28.068,7.851,7.868,Favorable
1665,Loam,Plain,Sprinkler,7.382,29.015,116.822,51.296,159.25,2.081,1.227,1.346,19.326,14.658,27.291,7.717,4.382,Favorable
1666,Clay,Plain,Drip,6.664,28.521,83.384,40.565,156.099,3.656,1.829,1.546,46.681,13.734,26.843,6.756,6.406,Favorable
1667,Sandy,Plain,Sprinkler,6.574,26.224,80.151,12.243,99.73,,0.265,1.423,2.125,22.414,15.619,5.132,7.898,Favorable
1668,Clay,Plain,None,6.449,23.928,68.106,73.484,173.934,2.941,1.007,1.357,50.428,25.402,60.87,6.053,6.052,Favorable
1669,Clay,Plain,None,6.854,28.797,89.555,43.985,204.16,2.831,1.23,1.213,51.345,20.389,23.403,7.01,7.797,Favorable
1670,Silt,Mountain,None,6.208,26.103,97.873,29.826,120.201,1.32,0.66,1.109,25.279,19.779,4.552,5.118,13.378,Unfavorable
1671,Sandy,Plain,Sprinkler,6.869,27.466,113.791,40.012,110.724,2.555,1.201,1.531,3.506,15.38,13.947,6.284,5.361,Favorable
1672,Sandy,Mountain,Sprinkler,6.06,20.975,96.478,39.315,137.694,1.947,0.996,1.312,3.225,23.397,26.912,7.016,20.167,Unfavorable
1673,Silt,Plain,Drip,6.395,,82.027,40.007,150.503,2.394,0.611,1.383,19.747,14.736,40.43,7.318,4.069,Favorable
1674,Clay,Plain,Sprinkler,6.583,11.156,124.348,57.465,175.684,4.062,1.309,1.657,38.245,20.781,59.925,9.454,4.806,Favorable
1675,Clay,Plain,None,7.163,24.839,81.858,40.944,162.525,,1.781,1.624,50.253,11.505,18.574,8.22,4.542,Favorable
1676,Loam,Hill,None,7.7,25.803,127.212,55.749,176.24,3.102,0.73,1.259,30.702,12.725,6.664,6.975,6.314,Unfavorable
1677,Sandy,Plain,None,6.24,23.027,92.344,17.402,110.015,3.041,1.118,1.443,12.653,17.367,29.705,6.822,0.0,Favorable
1678,Silt,Plain,Drip,6.983,24.542,108.306,59.258,178.746,2.511,0.889,1.335,12.749,19.826,17.894,7.155,7.019,Favorable
1679,Loam,Plain,Sprinkler,6.249,27.666,94.258,62.358,115.399,,1.334,1.291,35.169,18.489,22.42,6.733,4.412,Favorable
1680,Sandy,Mountain,Drip,6.587,17.261,48.085,39.306,137.745,1.959,0.732,1.751,14.153,15.859,19.376,6.752,18.628,Unfavorable
1681,Loam,Plain,Drip,6.575,19.295,118.732,48.559,134.786,3.234,1.437,1.281,29.209,13.997,20.742,8.308,2.672,Favorable
1682,Loam,Plain,None,6.817,26.371,100.027,78.214,157.613,2.091,1.208,1.341,17.209,19.225,23.845,6.072,0.0,Favorable
1683,Sandy,Hill,Drip,6.901,30.136,86.68,17.449,126.951,2.644,0.155,1.599,1.0,8.193,43.608,5.968,6.868,Favorable
1684,Clay,Hill,None,6.776,23.786,103.888,69.851,127.784,4.26,1.027,1.413,41.081,19.108,22.023,5.554,8.689,Favorable
1685,Clay,Hill,Drip,7.92,32.035,110.316,56.073,195.021,3.227,1.437,1.269,45.816,16.746,16.706,8.604,11.505,Unfavorable
1686,Clay,Mountain,None,7.708,8.196,127.615,54.773,110.989,3.484,0.9,1.48,42.923,13.89,16.027,7.843,8.041,Unfavorable
1687,Clay,Plain,None,6.485,18.2,93.134,43.898,167.685,5.128,0.76,1.399,48.124,21.647,5.42,9.76,0.394,Favorable
1688,Sandy,Mountain,Drip,7.26,19.863,99.203,33.267,109.447,1.976,1.234,1.578,21.067,22.315,6.824,6.713,18.77,Unfavorable
1689,Loam,Plain,Drip,6.769,18.956,61.977,59.655,101.002,3.359,1.564,1.326,27.391,14.834,50.171,7.554,6.709,Favorable
1690,Loam,Hill,None,5.978,18.422,95.679,43.054,229.028,3.893,1.172,1.399,26.362,16.856,21.319,7.301,5.207,Favorable
1691,Sandy,Plain,Drip,6.677,13.832,99.794,24.192,105.633,2.524,1.236,1.608,3.851,17.493,30.391,5.91,10.992,Favorable
1692,Silt,Hill,None,6.864,28.979,113.341,28.448,140.899,2.556,1.124,1.412,25.09,11.348,5.181,8.088,12.087,Unfavorable
1693,Clay,Plain,None,7.08,32.096,107.058,37.765,163.609,3.339,1.006,1.491,45.891,19.474,26.962,6.752,0.0,Favorable
1694,Sandy,Mountain,Drip,6.998,14.603,57.966,40.305,88.588,3.723,0.364,1.605,10.469,21.693,13.224,6.755,18.753,Unfavorable
1695,Clay,Plain,None,7.304,18.01,113.056,62.453,185.474,2.971,0.836,1.491,54.139,22.428,29.503,5.95,0.0,Favorable
1696,Sandy,Plain,Sprinkler,5.351,31.22,84.518,42.385,76.996,4.295,0.699,1.484,2.976,13.784,13.295,4.171,0.0,Unfavorable
1697,Silt,Hill,None,6.968,38.124,114.443,17.731,149.129,4.72,0.86,1.263,25.846,8.319,8.204,5.494,5.449,Favorable
1698,Clay,Plain,Sprinkler,7.091,24.69,83.99,71.249,131.741,2.646,1.326,1.443,49.297,16.254,20.408,7.428,4.816,Favorable
1699,Loam,Plain,Drip,6.855,20.02,87.756,51.328,162.834,3.341,1.134,1.388,35.972,11.774,16.328,3.915,1.757,Favorable
1700,Silt,Plain,None,7.201,19.505,130.745,51.473,122.6,4.326,0.1,1.218,22.682,15.972,19.032,6.235,2.463,Favorable
1701,Loam,Hill,None,6.488,26.239,138.419,42.454,127.363,3.324,1.504,1.198,15.695,17.71,27.671,6.915,9.142,Favorable
1702,Sandy,Plain,Drip,6.511,32.425,71.338,21.504,140.007,1.581,0.633,1.491,1.0,10.983,22.296,7.362,4.589,Favorable
1703,Loam,Plain,Drip,7.351,18.043,119.451,38.926,179.915,3.512,0.919,1.404,20.245,14.876,24.081,6.211,2.778,Favorable
1704,Loam,Mountain,None,6.522,17.702,102.744,45.821,173.408,2.823,0.618,1.473,12.911,12.448,32.081,7.463,16.889,Favorable
1705,Sandy,Hill,Drip,6.586,15.34,73.8,25.655,188.894,1.597,1.031,1.391,16.834,11.34,9.183,7.254,9.279,Unfavorable
1706,Loam,Plain,None,7.253,10.39,84.114,61.998,148.538,2.334,1.185,1.274,29.378,19.465,27.013,8.585,3.057,Unfavorable
1707,Clay,Hill,Sprinkler,7.47,15.96,143.99,67.085,156.104,2.759,1.255,1.586,52.666,22.463,13.528,9.175,13.757,Unfavorable
1708,Clay,Hill,Drip,7.332,24.074,86.419,53.2,177.501,2.75,1.176,1.453,47.852,7.637,27.447,7.25,13.294,Favorable
1709,Clay,Mountain,None,6.948,20.687,124.949,68.039,140.729,1.308,0.751,1.385,50.773,22.237,5.677,7.864,18.262,Unfavorable
1710,Sandy,Plain,Drip,5.884,25.512,109.434,27.205,193.708,,0.1,1.374,7.796,20.114,38.063,9.636,7.34,Unfavorable
1711,Sandy,Plain,Sprinkler,6.43,19.931,113.12,34.471,78.322,2.884,0.809,1.652,10.814,31.509,11.882,5.556,0.0,Favorable
1712,Silt,Plain,None,6.729,24.113,88.795,55.144,223.609,3.672,0.773,1.259,30.234,12.808,23.808,7.668,8.042,Favorable
1713,Silt,Plain,Sprinkler,6.544,23.014,91.173,48.453,174.296,1.531,1.175,1.301,24.738,16.932,33.633,7.039,2.709,Favorable
1714,Sandy,Hill,None,6.856,13.604,80.591,48.976,140.913,2.048,0.42,1.516,16.144,13.898,26.29,7.159,9.223,Favorable
1715,Sandy,Plain,Sprinkler,6.132,,114.4,38.889,126.476,2.635,0.476,1.604,16.353,11.115,30.663,5.929,8.338,Favorable
1716,Silt,Mountain,Sprinkler,6.986,28.654,74.114,36.316,150.571,2.936,1.077,1.217,28.488,19.954,8.984,7.968,15.284,Favorable
1717,Silt,Mountain,None,6.275,11.246,176.831,57.086,142.26,2.133,1.19,1.371,14.958,20.673,39.212,5.183,17.708,Unfavorable
1718,Silt,Mountain,Sprinkler,7.034,24.896,81.365,35.422,192.671,1.202,0.816,1.395,14.831,16.717,13.758,6.695,6.065,Unfavorable
1719,Sandy,Plain,None,6.107,24.439,78.073,19.592,93.639,2.908,0.13,1.582,6.483,20.657,7.565,6.287,6.596,Unfavorable
1720,Loam,Plain,None,6.086,12.878,90.812,57.71,155.832,2.5,0.433,1.397,25.273,20.551,21.873,7.064,0.465,Favorable
1721,Silt,Hill,Sprinkler,6.271,32.443,88.827,22.199,99.743,1.535,1.0,1.448,22.391,14.544,5.785,6.557,21.054,Unfavorable
1722,Loam,Hill,Sprinkler,6.704,8.793,67.703,55.376,136.698,3.225,0.933,1.496,17.667,31.899,15.02,7.928,6.683,Favorable
1723,Sandy,Hill,None,6.479,27.835,96.003,64.073,98.723,2.403,0.1,1.527,3.299,15.901,25.421,7.585,3.398,Favorable
1724,Clay,Plain,Sprinkler,6.189,20.092,92.981,61.987,206.609,3.2,1.48,1.443,54.983,17.782,51.074,6.748,0.0,Favorable
1725,Loam,Plain,Sprinkler,6.247,28.08,112.027,63.713,173.709,2.452,1.245,1.061,17.299,27.741,15.471,5.766,5.058,Favorable
1726,Loam,Hill,None,6.846,10.556,130.348,22.862,174.728,2.46,1.066,1.355,14.476,19.667,70.788,9.078,12.752,Unfavorable
1727,Loam,Hill,None,6.73,23.774,102.748,53.415,195.848,1.692,0.798,1.464,28.359,21.444,24.46,5.664,11.385,Favorable
1728,Silt,Plain,None,6.639,25.149,102.574,50.375,143.915,3.292,1.026,1.211,21.591,20.882,20.702,7.115,2.053,Favorable
1729,Silt,Plain,Sprinkler,6.848,18.124,113.173,41.25,143.369,,1.013,1.308,24.954,19.637,14.731,5.945,7.683,Favorable
1730,Clay,Plain,None,6.541,30.553,123.53,73.177,160.86,3.12,1.479,1.727,44.507,21.919,21.376,7.588,0.0,Favorable
1731,Clay,Mountain,Drip,6.98,24.024,121.291,51.649,153.124,0.752,0.765,1.563,48.029,11.497,11.673,10.207,15.051,Unfavorable
1732,Silt,Hill,None,7.307,15.463,100.93,24.277,141.579,3.084,0.557,1.0,17.045,13.389,14.308,5.804,6.799,Favorable
1733,Loam,Plain,Sprinkler,7.47,27.163,105.262,44.97,117.562,1.591,1.385,1.4,15.502,10.097,17.522,6.823,7.379,Favorable
1734,Loam,Plain,Drip,6.36,31.519,117.07,42.011,170.745,2.05,0.983,1.296,31.803,9.725,6.967,7.924,13.318,Favorable
1735,Clay,Hill,Sprinkler,6.591,21.892,101.338,43.524,180.452,2.364,1.439,1.422,54.884,12.935,13.23,6.539,12.569,Unfavorable
1736,Silt,Hill,None,6.11,22.784,90.957,34.955,115.663,3.14,0.765,1.404,19.87,16.961,16.889,6.763,19.618,Unfavorable
1737,Sandy,Plain,None,6.467,24.319,72.851,55.676,103.805,2.416,1.354,1.744,19.428,28.896,25.166,7.842,8.067,Unfavorable
1738,Silt,Mountain,Drip,6.428,,112.38,40.867,132.537,3.789,0.328,1.254,7.766,12.345,13.677,3.829,4.232,Favorable
1739,Loam,Plain,Sprinkler,6.942,31.051,113.039,64.982,138.291,3.84,0.904,1.186,22.049,15.9,26.49,6.182,8.619,Favorable
1740,Clay,Plain,Sprinkler,7.686,37.698,123.923,41.924,171.674,2.063,0.945,1.51,40.988,19.97,27.645,9.661,12.583,Unfavorable
1741,Silt,Hill,None,6.324,20.946,104.06,28.937,156.364,2.857,0.633,1.416,16.527,17.599,34.942,6.571,3.423,Favorable
1742,Silt,Hill,Sprinkler,6.703,31.568,136.538,38.827,167.173,3.676,1.146,1.303,19.182,14.737,6.084,7.665,12.048,Favorable
1743,Sandy,Hill,None,6.068,10.863,95.111,39.531,112.822,4.014,0.479,1.469,1.0,7.15,16.499,7.237,5.104,Unfavorable
1744,Clay,Hill,None,6.782,29.87,108.535,54.701,186.552,,1.601,1.546,44.892,25.597,27.084,5.251,6.756,Favorable
1745,Silt,Hill,None,7.284,21.775,96.284,61.347,132.94,4.029,1.04,1.329,6.066,11.015,30.627,7.36,15.01,Favorable
1746,Loam,Mountain,None,7.353,23.585,101.43,48.072,121.243,,1.139,1.377,18.18,17.15,32.651,6.086,12.84,Favorable
